"fit","x","y","z"
0.1793895646639,-0.56,0.38,-1.22241795950145
0.167799694511568,-0.32,0.38,-1.22241795950145
0.156659040221518,-0.0800000000000001,0.38,-1.22241795950145
0.14596986894243,0.16,0.38,-1.22241795950145
0.135734492710026,0.4,0.38,-1.22241795950145
0.125954593635366,0.64,0.38,-1.22241795950145
0.116630796714823,0.88,0.38,-1.22241795950145
0.107762651908788,1.12,0.38,-1.22241795950145
0.0993489003396199,1.36,0.38,-1.22241795950145
0.0913878790942911,1.6,0.38,-1.22241795950145
0.0838778951351097,1.84,0.38,-1.22241795950145
0.0768175075021877,2.08,0.38,-1.22241795950145
0.0702056847751445,2.32,0.38,-1.22241795950145
0.064041858087408,2.56,0.38,-1.22241795950145
0.0583258868990205,2.8,0.38,-1.22241795950145
0.0530579014339477,3.04,0.38,-1.22241795950145
0.0482381957753485,3.28,0.38,-1.22241795950145
0.0438671699013546,3.52,0.38,-1.22241795950145
0.0399452322936642,3.76,0.38,-1.22241795950145
0.0364727486439327,4,0.38,-1.22241795950145
0.0334500341837817,4.24,0.38,-1.22241795950145
0.0308773832536886,4.48,0.38,-1.22241795950145
0.0287550981656927,4.72,0.38,-1.22241795950145
0.0270834529578869,4.96,0.38,-1.22241795950145
0.0258626577113916,5.2,0.38,-1.22241795950145
0.0250928586809593,5.44,0.38,-1.22241795950145
0.0247741521480645,5.68,0.38,-1.22241795950145
0.212732086408883,-1.28,0.64,-1.22241795950145
0.200094700972156,-1.04,0.64,-1.22241795950145
0.187905978233926,-0.8,0.64,-1.22241795950145
0.176165396833241,-0.56,0.64,-1.22241795950145
0.164873207386431,-0.32,0.64,-1.22241795950145
0.154030466276205,-0.0800000000000001,0.64,-1.22241795950145
0.143638731057311,0.16,0.64,-1.22241795950145
0.133699588691539,0.4,0.64,-1.22241795950145
0.124214162670886,0.64,0.64,-1.22241795950145
0.115182810315748,0.88,0.64,-1.22241795950145
0.106605135635346,1.12,0.64,-1.22241795950145
0.0984801818262944,1.36,0.64,-1.22241795950145
0.0908067118527995,1.6,0.64,-1.22241795950145
0.0835834914400106,1.84,0.64,-1.22241795950145
0.0768095107846553,2.08,0.64,-1.22241795950145
0.070484118244825,2.32,0.64,-1.22241795950145
0.0646070169308628,2.56,0.64,-1.22241795950145
0.0591781971916141,2.8,0.64,-1.22241795950145
0.0541978506312512,3.04,0.64,-1.22241795950145
0.0496662905514865,3.28,0.64,-1.22241795950145
0.0455839020709591,3.52,0.64,-1.22241795950145
0.0419510503560084,3.76,0.64,-1.22241795950145
0.0387680521226299,4,0.64,-1.22241795950145
0.0360351825288697,4.24,0.64,-1.22241795950145
0.0337526937306852,4.48,0.64,-1.22241795950145
0.031920825681469,4.72,0.64,-1.22241795950145
0.0305397930355919,4.96,0.64,-1.22241795950145
0.0296097670231215,5.2,0.64,-1.22241795950145
0.0291308707988577,5.44,0.64,-1.22241795950145
0.0291031854944637,5.68,0.64,-1.22241795950145
0.0295267600458678,5.92,0.64,-1.22241795950145
0.206855151367202,-1.28,0.9,-1.22241795950145
0.194512845935871,-1.04,0.9,-1.22241795950145
0.182619990676233,-0.8,0.9,-1.22241795950145
0.171176049809885,-0.56,0.9,-1.22241795950145
0.1601809676558,-0.32,0.9,-1.22241795950145
0.149635258914733,-0.0800000000000001,0.9,-1.22241795950145
0.139539841278244,0.16,0.9,-1.22241795950145
0.129895690878471,0.4,0.9,-1.22241795950145
0.120703481838736,0.64,0.9,-1.22241795950145
0.111963400157852,0.88,0.9,-1.22241795950145
0.103675163576327,1.12,0.9,-1.22241795950145
0.0958381381962062,1.36,0.9,-1.22241795950145
0.0884515221681242,1.6,0.9,-1.22241795950145
0.0815145525872401,1.84,0.9,-1.22241795950145
0.0750266528423631,2.08,0.9,-1.22241795950145
0.0689875062056698,2.32,0.9,-1.22241795950145
0.0633970419122743,2.56,0.9,-1.22241795950145
0.0582553775158411,2.8,0.9,-1.22241795950145
0.0535627799110559,3.04,0.9,-1.22241795950145
0.0493195910410819,3.28,0.9,-1.22241795950145
0.0455261441195606,3.52,0.9,-1.22241795950145
0.0421827304724249,3.76,0.9,-1.22241795950145
0.039289597678752,4,0.9,-1.22241795950145
0.0368469618690141,4.24,0.9,-1.22241795950145
0.0348550187928389,4.48,0.9,-1.22241795950145
0.0333139472968652,4.72,0.9,-1.22241795950145
0.0322239038872148,4.96,0.9,-1.22241795950145
0.031585015124259,5.2,0.9,-1.22241795950145
0.031397374270234,5.44,0.9,-1.22241795950145
0.0316610427279843,5.68,0.9,-1.22241795950145
0.0323760546047909,5.92,0.9,-1.22241795950145
0.187164643907323,-1.04,1.16,-1.22241795950145
0.175567170322609,-0.8,1.16,-1.22241795950145
0.164419064783324,-0.56,1.16,-1.22241795950145
0.153719965037784,-0.32,1.16,-1.22241795950145
0.143469927678135,-0.0800000000000001,1.16,-1.22241795950145
0.1336693467018,0.16,1.16,-1.22241795950145
0.124318728042283,0.4,1.16,-1.22241795950145
0.115418446491512,0.64,1.16,-1.22241795950145
0.106968619477871,0.88,1.16,-1.22241795950145
0.098969107027063,1.12,1.16,-1.22241795950145
0.0914195786650709,1.36,1.16,-1.22241795950145
0.0843196379983215,1.6,1.16,-1.22241795950145
0.0776689535842563,1.84,1.16,-1.22241795950145
0.0714673228417113,2.08,1.16,-1.22241795950145
0.065714698763749,2.32,1.16,-1.22241795950145
0.0604111862302018,2.56,1.16,-1.22241795950145
0.0555570162212927,2.8,1.16,-1.22241795950145
0.0511525252497761,3.04,1.16,-1.22241795950145
0.0471980834298869,3.28,1.16,-1.22241795950145
0.0436939801070513,3.52,1.16,-1.22241795950145
0.0406404206161001,3.76,1.16,-1.22241795950145
0.0380375706925273,4,1.16,-1.22241795950145
0.0358855770671569,4.24,1.16,-1.22241795950145
0.0341845732002551,4.48,1.16,-1.22241795950145
0.0329346771336144,4.72,1.16,-1.22241795950145
0.032135988890243,4.96,1.16,-1.22241795950145
0.0317885893398686,5.2,1.16,-1.22241795950145
0.0318925392523162,5.44,1.16,-1.22241795950145
0.032447878057079,5.68,1.16,-1.22241795950145
0.0334546232410629,5.92,1.16,-1.22241795950145
0.0349127745288016,6.16,1.16,-1.22241795950145
0.178048096519657,-1.04,1.42,-1.22241795950145
0.166745071231679,-0.8,1.42,-1.22241795950145
0.155891552966392,-0.56,1.42,-1.22241795950145
0.145486956308776,-0.32,1.42,-1.22241795950145
0.13553099645222,-0.0800000000000001,1.42,-1.22241795950145
0.126023685747214,0.16,1.42,-1.22241795950145
0.116965202076301,0.4,1.42,-1.22241795950145
0.108355753713404,0.64,1.42,-1.22241795950145
0.100195466280344,0.88,1.42,-1.22241795950145
0.0924843557626975,1.12,1.42,-1.22241795950145
0.0852223501276945,1.36,1.42,-1.22241795950145
0.0784093870550502,1.6,1.42,-1.22241795950145
0.0720454772247069,1.84,1.42,-1.22241795950145
0.0661307055875507,2.08,1.42,-1.22241795950145
0.0606652348959562,2.32,1.42,-1.22241795950145
0.0556493083701284,2.56,1.42,-1.22241795950145
0.0510832414907288,2.8,1.42,-1.22241795950145
0.0469674109490057,3.04,1.42,-1.22241795950145
0.0433022110927173,3.28,1.42,-1.22241795950145
0.0400879113431581,3.52,1.42,-1.22241795950145
0.0373246357573497,3.76,1.42,-1.22241795950145
0.0350124777524976,4,1.42,-1.22241795950145
0.0331515171657304,4.24,1.42,-1.22241795950145
0.031741824604485,4.48,1.42,-1.22241795950145
0.0307834571134592,4.72,1.42,-1.22241795950145
0.030276459353402,4.96,1.42,-1.22241795950145
0.0302208670612854,5.2,1.42,-1.22241795950145
0.0306167081028569,5.44,1.42,-1.22241795950145
0.0314639994819809,5.68,1.42,-1.22241795950145
0.0327627414023615,5.92,1.42,-1.22241795950145
0.0345129185812949,6.16,1.42,-1.22241795950145
0.167160968802828,-1.04,1.68,-1.22241795950145
0.156151190286242,-0.8,1.68,-1.22241795950145
0.145590835293337,-0.56,1.68,-1.22241795950145
0.135479182551982,-0.32,1.68,-1.22241795950145
0.125815738444509,-0.0800000000000001,1.68,-1.22241795950145
0.116600283795996,0.16,1.68,-1.22241795950145
0.107832811213135,0.4,1.68,-1.22241795950145
0.0995134465010153,0.64,1.68,-1.22241795950145
0.0916423527580379,0.88,1.68,-1.22241795950145
0.0842196809989935,1.12,1.68,-1.22241795950145
0.0772455755400505,1.36,1.68,-1.22241795950145
0.0707202230178107,1.6,1.68,-1.22241795950145
0.0646438693413062,1.84,1.68,-1.22241795950145
0.0590168000118973,2.08,1.68,-1.22241795950145
0.0538393326786923,2.32,1.68,-1.22241795950145
0.0491118142417699,2.56,1.68,-1.22241795950145
0.0448346170783713,2.8,1.68,-1.22241795950145
0.0410081341035136,3.04,1.68,-1.22241795950145
0.0376327551360354,3.28,1.68,-1.22241795950145
0.0347087316741863,3.52,1.68,-1.22241795950145
0.0322361511694322,3.76,1.68,-1.22241795950145
0.0302150613155319,4,1.68,-1.22241795950145
0.0286454865933732,4.24,1.68,-1.22241795950145
0.0275274351499016,4.48,1.68,-1.22241795950145
0.0268609039020629,4.72,1.68,-1.22241795950145
0.0266458846761709,4.96,1.68,-1.22241795950145
0.0268823700279633,5.2,1.68,-1.22241795950145
0.0275703552263433,5.44,1.68,-1.22241795950145
0.0287098341883872,5.68,1.68,-1.22241795950145
0.0303007899800592,5.92,1.68,-1.22241795950145
0.0323431938733063,6.16,1.68,-1.22241795950145
0.0348370159037317,6.4,1.68,-1.22241795950145
0.143783445565558,-0.8,1.94,-1.22241795950145
0.133514918582032,-0.56,1.94,-1.22241795950145
0.123694832158902,-0.32,1.94,-1.22241795950145
0.114322611739372,-0.0800000000000001,1.94,-1.22241795950145
0.105397933159979,0.16,1.94,-1.22241795950145
0.0969207068620865,0.4,1.94,-1.22241795950145
0.0888910274803328,0.64,1.94,-1.22241795950145
0.0813090977895041,0.88,1.94,-1.22241795950145
0.0741751733162723,1.12,1.94,-1.22241795950145
0.0674895543526521,1.36,1.94,-1.22241795950145
0.0612526000377873,1.6,1.94,-1.22241795950145
0.0554647081572372,1.84,1.94,-1.22241795950145
0.0501262871880904,2.08,1.94,-1.22241795950145
0.0452377555687496,2.32,1.94,-1.22241795950145
0.0407995295282264,2.56,1.94,-1.22241795950145
0.0368120160076524,2.8,1.94,-1.22241795950145
0.0332756069000063,3.04,1.94,-1.22241795950145
0.0301906492565768,3.28,1.94,-1.22241795950145
0.0275573753747146,3.52,1.94,-1.22241795950145
0.0253758873271011,3.76,1.94,-1.22241795950145
0.0236462111343012,4,1.94,-1.22241795950145
0.022368328019031,4.24,1.94,-1.22241795950145
0.0215421918594977,4.48,1.94,-1.22241795950145
0.0211677453666563,4.72,1.94,-1.22241795950145
0.0212449328162961,4.96,1.94,-1.22241795950145
0.0217737075064456,5.2,1.94,-1.22241795950145
0.0227540333658208,5.44,1.94,-1.22241795950145
0.0241858801392818,5.68,1.94,-1.22241795950145
0.0260692144138925,5.92,1.94,-1.22241795950145
0.0284039976153735,6.16,1.94,-1.22241795950145
0.129640531752216,-0.8,2.2,-1.22241795950145
0.119662722083002,-0.56,2.2,-1.22241795950145
0.110133151426557,-0.32,2.2,-1.22241795950145
0.101051245819036,-0.0800000000000001,2.2,-1.22241795950145
0.0924166517246201,0.16,2.2,-1.22241795950145
0.0842292527438154,0.4,2.2,-1.22241795950145
0.076489147780197,0.64,2.2,-1.22241795950145
0.0691965798100165,0.88,2.2,-1.22241795950145
0.062351876354126,1.12,2.2,-1.22241795950145
0.0559554318694307,1.36,2.2,-1.22241795950145
0.0500077044310817,1.6,2.2,-1.22241795950145
0.0445091790904359,1.84,2.2,-1.22241795950145
0.0394603346002718,2.08,2.2,-1.22241795950145
0.0348616442348433,2.32,2.2,-1.22241795950145
0.0307135585352518,2.56,2.2,-1.22241795950145
0.0270164941174294,2.8,2.2,-1.22241795950145
0.0237708251264162,3.04,2.2,-1.22241795950145
0.0209768627282052,3.28,2.2,-1.22241795950145
0.0186348240643214,3.52,2.2,-1.22241795950145
0.0167448207083177,3.76,2.2,-1.22241795950145
0.0153068744619073,4,2.2,-1.22241795950145
0.0143209405251203,4.24,2.2,-1.22241795950145
0.013786933795122,4.48,2.2,-1.22241795950145
0.0137047552419474,4.72,2.2,-1.22241795950145
0.014074310847618,4.96,2.2,-1.22241795950145
0.0148955208692415,5.2,2.2,-1.22241795950145
0.016168321197778,5.44,2.2,-1.22241795950145
0.0178926588891787,5.68,2.2,-1.22241795950145
0.104034141252286,-0.56,2.46,-1.22241795950145
0.0947943590276973,-0.32,2.46,-1.22241795950145
0.0860022025054965,-0.0800000000000001,2.46,-1.22241795950145
0.0776573282249061,0.16,2.46,-1.22241795950145
0.069759622260956,0.4,2.46,-1.22241795950145
0.0623092044231329,0.64,2.46,-1.22241795950145
0.0553063459718569,0.88,2.46,-1.22241795950145
0.0487514138403185,1.12,2.46,-1.22241795950145
0.0426448472886513,1.36,2.46,-1.22241795950145
0.0369871425319629,1.6,2.46,-1.22241795950145
0.0317788205528795,1.84,2.46,-1.22241795950145
0.0270203960346518,2.08,2.46,-1.22241795950145
0.0227123618006204,2.32,2.46,-1.22241795950145
0.0188551733791635,2.56,2.46,-1.22241795950145
0.0154492373514999,2.8,2.46,-1.22241795950145
0.0124949036695789,3.04,2.46,-1.22241795950145
0.00999245526467749,3.28,2.46,-1.22241795950145
0.00794209420728493,3.52,2.46,-1.22241795950145
0.00634393192455457,3.76,2.46,-1.22241795950145
0.00519798919415779,4,2.46,-1.22241795950145
0.00450420944908011,4.24,2.46,-1.22241795950145
0.00426248634320423,4.48,2.46,-1.22241795950145
0.00447269520207777,4.72,2.46,-1.22241795950145
0.00513471588228561,4.96,2.46,-1.22241795950145
0.00624844389926736,5.2,2.46,-1.22241795950145
0.00781379268502981,5.44,2.46,-1.22241795950145
0.086629906798344,-0.56,2.72,-1.22241795950145
0.0776794693901247,-0.32,2.72,-1.22241795950145
0.069176759815106,-0.0800000000000001,2.72,-1.22241795950145
0.0611214783826015,0.16,2.72,-1.22241795950145
0.0535135347738325,0.4,2.72,-1.22241795950145
0.046353057451672,0.64,2.72,-1.22241795950145
0.0396403267519013,0.88,2.72,-1.22241795950145
0.0333757192490522,1.12,2.72,-1.22241795950145
0.0275596810126421,1.36,2.72,-1.22241795950145
0.0221927099690902,1.6,2.72,-1.22241795950145
0.0172753280583954,1.84,2.72,-1.22241795950145
0.0128080512243895,2.08,2.72,-1.22241795950145
0.00879136645282057,2.32,2.72,-1.22241795950145
0.00522571476150046,2.56,2.72,-1.22241795950145
0.00211148059120127,2.8,2.72,-1.22241795950145
-0.00055101329536767,3.04,2.72,-1.22241795950145
-0.00276150991340685,3.28,2.72,-1.22241795950145
-0.00451982450123684,3.52,2.72,-1.22241795950145
-0.00582585271015896,3.76,2.72,-1.22241795950145
-0.00667957544833409,4,2.72,-1.22241795950145
-0.00708105109294257,4.24,2.72,-1.22241795950145
-0.00703039126929964,4.48,2.72,-1.22241795950145
-0.00652773039396282,4.72,2.72,-1.22241795950145
-0.00557320198727324,4.96,2.72,-1.22241795950145
0.0674513573655489,-0.56,2.98,-1.22241795950145
0.0587900729374868,-0.32,2.98,-1.22241795950145
0.0505767170468567,-0.0800000000000001,2.98,-1.22241795950145
0.0428110607704594,0.16,2.98,-1.22241795950145
0.0354930505455456,0.4,2.98,-1.22241795950145
0.0286228172304214,0.64,2.98,-1.22241795950145
0.022200630571784,0.88,2.98,-1.22241795950145
0.016226851085003,1.12,2.98,-1.22241795950145
0.010701904260713,1.36,2.98,-1.22241795950145
0.00562626452947243,1.6,2.98,-1.22241795950145
0.00100042919852661,1.84,2.98,-1.22241795950145
-0.0031751097649894,2.08,2.98,-1.22241795950145
-0.0068998902905409,2.32,2.98,-1.22241795950145
-0.0101734986935304,2.56,2.98,-1.22241795950145
-0.012995579783987,2.8,2.98,-1.22241795950145
-0.0153658398777361,3.04,2.98,-1.22241795950145
-0.0172840476465418,3.28,2.98,-1.22241795950145
-0.0187500373388939,3.52,2.98,-1.22241795950145
-0.0197637150928555,3.76,2.98,-1.22241795950145
-0.0203250635812316,4,2.98,-1.22241795950145
-0.0204341364940074,4.24,2.98,-1.22241795950145
-0.0200910393172838,4.48,2.98,-1.22241795950145
